Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as Asian & Pacific Islander,Surname rank among Asians & Pacific Islanders,% of people with surname self-identifying as 'Asian & Pacific Islander',U.S. Rank,U.S. total occurrences,https://names.mongabay.com/data/asian_pacific_islander.html Derived from US Census Data
FULLER,491,1828,0.50%,256,106682,
TAYAG,491,1828,90.10%,38198,545,
CHIAO,491,1828,94.60%,39824,519,
CERVANTES,490,1831,0.80%,520,57685,
TUN,490,1831,64.70%,29421,757,
BHUIYAN,490,1831,75.60%,33248,648,
REID,489,1834,0.50%,263,104007,
CARRILLO,489,1834,0.70%,443,67054,
NATHAN,489,1834,6.60%,4444,7369,
MARZAN,489,1834,43.70%,21694,1119,
KURIHARA,489,1834,86.40%,37094,566,
STANLEY,488,1839,0.50%,292,93817,
NISHIOKA,488,1839,84.40%,36531,578,
KHATUN,488,1839,87.00%,37374,561,
RADHAKRISHNAN,488,1839,96.40%,40690,506,
ALEGRE,487,1843,34.00%,17984,1431,
KIL,487,1843,80.10%,35106,608,
COSTA,486,1845,1.40%,900,35227,
MADRIAGA,486,1845,75.70%,33528,642,
ARCILLA,486,1845,88.20%,37881,551,
SWAMINATHAN,486,1845,92.90%,39560,523,
HIROSE,485,1849,87.90%,37835,552,
TENORIO,484,1850,7.70%,5110,6301,
SARWAR,484,1850,77.30%,34259,626,
OZA,484,1850,89.00%,38263,544,
PAYNE,483,1853,0.30%,183,138028,
SALONGA,483,1853,91.00%,39052,531,
MORIN,482,1855,1.70%,1136,28184,
JOAQUIN,482,1855,18.60%,11214,2592,
KADAKIA,482,1855,94.00%,40203,513,
HUO,482,1855,97.40%,41448,495,
PROM,481,1859,38.10%,19734,1263,
LUE,481,1859,50.60%,24615,951,
WALTERS,480,1861,0.50%,262,104281,
YON,480,1861,16.90%,10421,2833,
LAGMAN,480,1861,74.50%,33425,644,
RESURRECCION,480,1861,85.90%,37480,559,
KAWASHIMA,480,1861,87.60%,38035,548,
TROUNG,480,1861,93.00%,40019,516,
ANDRADA,479,1867,42.90%,21727,1117,
BAKSHI,479,1867,75.70%,33933,633,
CARANDANG,479,1867,93.70%,40335,511,
DEE,478,1870,7.80%,5222,6144,
GUINTO,478,1870,62.70%,29261,762,
TSUKAMOTO,478,1870,89.00%,38706,537,
SUON,478,1870,90.00%,39052,531,
ACOBA,477,1874,84.30%,37094,566,
SACHDEVA,477,1874,88.30%,38524,540,
KHIM,477,1874,90.20%,39176,529,
WELCH,476,1877,0.40%,259,105804,
VINCENT,476,1877,0.90%,608,50628,
ISHIBASHI,476,1877,84.40%,37200,564,
TAKAKI,475,1880,74.90%,33876,634,
DHAR,475,1880,90.30%,39378,526,
RASTOGI,475,1880,95.40%,41262,498,
MONTOYA,474,1883,0.80%,526,57075,
VICTORIA,474,1883,9.70%,6401,4899,
KOMATSU,474,1883,85.40%,37688,555,
ARRIOLA,473,1886,7.70%,5224,6140,
QUADRI,473,1886,65.70%,30582,720,
VENKATARAMAN,473,1886,92.70%,40397,510,
GILBERT,472,1889,0.40%,243,112406,
KHOKHAR,472,1889,79.60%,35797,593,
OZAWA,472,1889,80.10%,35994,589,
PYON,472,1889,94.20%,41060,501,
OLIVA,471,1893,3.20%,2241,14892,
AKAMINE,471,1893,82.20%,36761,573,
JENNINGS,470,1895,0.50%,321,87038,
DAVIDSON,469,1896,0.50%,269,102044,
MASIH,469,1896,80.40%,36276,583,
SAKUMA,469,1896,86.70%,38464,541,
SOH,469,1896,90.90%,40019,516,
XI,469,1896,94.70%,41448,495,
ACUNA,468,1901,3.70%,2650,12537,
VALERIO,468,1901,4.60%,3248,10098,
MONZON,468,1901,11.20%,7336,4183,
FUJIKAWA,468,1901,78.90%,35797,593,
ASANO,468,1901,84.50%,37728,554,
SHEU,468,1901,93.80%,41203,499,
DARK,467,1907,16.30%,10294,2868,
NAKATANI,467,1907,77.60%,35387,602,
TAMANAHA,467,1907,86.20%,38395,542,
VENKATESH,467,1907,94.50%,41522,494,
DESHMUKH,467,1907,95.10%,41722,491,
XIN,467,1907,97.70%,42677,478,
HOLMES,466,1913,0.30%,161,150166,
GREENE,466,1913,0.40%,228,119604,
CENTENO,466,1913,4.60%,3215,10188,
TAKETA,466,1913,82.80%,37266,563,
OKI,465,1917,74.50%,34342,624,
MAM,465,1917,81.00%,36716,574,
CU,465,1917,82.40%,37200,564,
NARANG,465,1917,88.90%,39560,523,
PEARSON,464,1921,0.50%,281,98728,
PUNG,464,1921,31.30%,17530,1481,
KHAM,464,1921,81.10%,36807,572,
SEM,463,1924,61.10%,29390,758,
PI,463,1924,64.50%,30645,718,
VILLAR,462,1926,11.30%,7494,4100,
JAHAN,462,1926,76.50%,35288,604,
NINH,462,1926,97.10%,42830,476,
POWERS,461,1929,0.50%,304,90401,
FRANK,461,1929,0.70%,454,65918,
ZABALA,461,1929,13.20%,8650,3498,
GHANI,461,1929,50.80%,25547,908,
HANIF,461,1929,57.20%,28005,806,
KONISHI,461,1929,84.40%,38141,546,
MOCHIZUKI,461,1929,87.00%,39111,530,
HARVEY,460,1936,0.40%,247,112136,
HAY,460,1936,2.60%,1853,17824,
YOSHINO,460,1936,79.70%,36572,577,
OHASHI,460,1936,82.60%,37591,557,
YAMBAO,459,1940,88.60%,39885,518,
PARKS,458,1941,0.50%,322,86346,
BO,458,1941,51.10%,25775,897,
AGUON,458,1941,62.00%,29964,739,
NISHIYAMA,458,1941,83.10%,37881,551,
KUDO,458,1941,83.70%,38079,547,
GIRON,457,1946,4.20%,3057,10874,
RASHEED,457,1946,22.30%,13584,2050,
OO,457,1946,88.10%,39824,519,
NIJJAR,457,1946,89.80%,40465,509,
FRIAS,456,1950,3.70%,2684,12357,
SHINN,456,1950,5.70%,4090,8019,
BACCHUS,454,1952,17.70%,11317,2562,
KI,454,1952,77.50%,36129,586,
UN,454,1952,82.40%,37881,551,
LINDSEY,453,1955,0.70%,492,61199,
KIANG,453,1955,86.30%,39444,525,
FAROOQUI,453,1955,87.60%,39946,517,
CORDOVA,452,1958,1.30%,903,35074,
SAGUN,452,1958,67.70%,32460,668,
AKRAM,451,1960,56.10%,28049,804,
FINAU,451,1960,75.20%,35487,600,
TORIO,450,1962,70.40%,33653,639,
NAEEM,450,1962,72.50%,34503,621,
SALGADO,449,1964,1.40%,1012,31627,
HAFEEZ,449,1964,69.50%,33333,646,
SEKI,449,1964,81.80%,37986,549,
OISHI,449,1964,82.80%,38395,542,
KURODA,449,1964,83.90%,38833,535,
CRAIG,448,1969,0.50%,307,89591,
JAY,448,1969,4.60%,3349,9771,
VILLAMOR,448,1969,60.80%,30023,737,
HATA,448,1969,70.30%,33735,637,
LAC,448,1969,92.00%,41995,487,
CACHO,447,1974,22.40%,13893,1994,
YOUSUF,447,1974,62.00%,30552,721,
CORONEL,446,1976,8.90%,6279,4997,
NARCISO,446,1976,30.80%,17823,1448,
ADRIANO,446,1976,43.90%,23372,1015,
KAMDAR,446,1976,84.30%,39176,529,
VY,446,1976,95.10%,43377,469,
MICHAEL,445,1981,1.10%,798,39369,
IMPERIAL,445,1981,32.90%,18748,1353,
HOO,445,1981,64.40%,31621,691,
BAK,444,1984,16.80%,11040,2642,
BELEN,444,1984,36.60%,20382,1212,
MONTERO,443,1986,3.70%,2761,11997,
SANKAR,443,1986,50.70%,26306,873,
GOYA,443,1986,67.30%,32856,658,
MINHAS,443,1986,81.10%,38141,546,
ADVANI,443,1986,84.50%,39499,524,
CHOUNG,443,1986,91.30%,42134,485,
GONSALVES,442,1992,5.70%,4265,7690,
IIDA,442,1992,78.90%,37429,560,
SCHULTZ,441,1994,0.40%,261,104962,
KAU,441,1994,54.20%,27802,814,
MAUNG,441,1994,88.20%,41130,500,
SACHDEV,441,1994,91.50%,42363,482,
HOLT,440,1998,0.50%,329,84710,
MOCK,440,1998,2.90%,2194,15208,
SANPEDRO,440,1998,46.10%,24529,955,
SINGSON,440,1998,78.90%,37534,558,
AKTER,440,1998,83.20%,39176,529,
BLEVINS,1754,2001,4.80%,856,36841,
HARTLEY,1748,2002,5.80%,1055,30236,
STOVER,1748,2002,7.10%,1313,24613,
HURLEY,1746,2004,4.50%,808,38971,
TOLES,1746,2004,61.30%,10355,2850,
BURKES,1745,2006,50.60%,8766,3446,
REYES,1744,2007,0.80%,81,232511,
GUTHRIE,1744,2007,5.50%,1015,31530,
AMES,1744,2007,8.00%,1499,21855,
COE,1744,2007,10.40%,1989,16706,
SCARBOROUGH,1743,2011,14.60%,2773,11941,
CARVER,1739,2012,5.50%,1014,31566,
WESTMORELAND,1737,2013,17.30%,3258,10066,
GRISSOM,1736,2014,15.60%,2974,11131,
COTTRELL,1735,2015,10.70%,2043,16288,
WRAY,1732,2016,11.70%,2257,14812,
PENDER,1730,2017,28.50%,5278,6065,
FLYNN,1729,2018,2.80%,487,61747,
TIPTON,1729,2018,7.00%,1303,24767,
ENNIS,1729,2018,10.70%,2061,16102,
BOUIE,1729,2018,83.00%,13407,2083,
DEWITT,1728,2022,6.80%,1268,25448,
RAWLINGS,1728,2022,18.20%,3451,9472,
JEFFREY,1727,2024,15.80%,3043,10925,
HAMLETT,1726,2025,32.80%,6016,5265,
HOLTON,1725,2026,15.10%,2881,11436,
MCSWAIN,1725,2026,28.80%,5356,5980,
TOBIAS,1724,2028,13.10%,2526,13113,
MACLIN,1724,2028,73.20%,12139,2356,
BEALE,1723,2030,23.80%,4509,7247,
JOSHUA,1723,2030,60.40%,10344,2852,
ELLERBE,1722,2032,71.20%,11851,2420,
BRACY,1719,2033,46.50%,8239,3700,
GRANDBERRY,1716,2034,93.30%,14805,1839,
BOZEMAN,1715,2035,25.80%,4839,6654,
WINDHAM,1714,2036,16.90%,3226,10162,
LAVENDER,1714,2036,22.60%,4340,7576,
FUNCHES,1714,2036,84.40%,13702,2030,
DOUGLASS,1713,2039,12.00%,2329,14236,
BROTHERS,1713,2039,15.20%,2925,11294,
WOODBERRY,1713,2039,79.60%,13058,2151,
COUCH,1712,2042,6.60%,1231,26135,
GOMES,1712,2042,8.30%,1606,20532,
BAZEMORE,1712,2042,49.40%,8720,3469,
GATSON,1712,2042,84.10%,13665,2036,
WOODWARD,1711,2046,4.70%,875,36242,
HATCH,1710,2047,6.70%,1262,25564,
CROOKS,1709,2048,17.40%,3341,9806,
DIXSON,1704,2049,42.50%,7646,4011,
GUERRIER,1703,2050,78.10%,12925,2180,
ANDREW,1701,2051,12.90%,2521,13145,
HOLCOMB,1700,2052,5.90%,1120,28668,
RODNEY,1700,2052,26.60%,5034,6396,
EGGLESTON,1699,2054,17.10%,3304,9951,
BOBBITT,1698,2055,24.60%,4687,6911,
LENOIR,1698,2055,52.30%,9236,3247,
WHITT,1693,2057,10.30%,2016,16488,
PEARCE,1692,2058,5.60%,1054,30276,
RUTH,1691,2059,10.90%,2150,15481,
MAXIE,1691,2059,62.00%,10740,2727,
HANKS,1690,2061,9.90%,1928,17141,
HAGANS,1690,2061,53.00%,9374,3188,
RICHBURG,1688,2063,54.10%,9567,3118,
PALMORE,1687,2064,55.40%,9813,3043,
MONK,1686,2065,15.00%,2957,11207,
BIAS,1686,2065,30.00%,5670,5615,
TYREE,1685,2067,17.80%,3459,9451,
POUNDS,1684,2068,25.70%,4918,6564,
MURCHISON,1684,2068,43.00%,7846,3913,
GARTH,1683,2070,58.30%,10245,2887,
WINBUSH,1682,2071,92.20%,14877,1825,
PUCKETT,1679,2072,6.00%,1153,27891,
HOGUE,1679,2072,10.90%,2159,15442,
TRUESDALE,1678,2074,37.90%,6972,4432,
WALCOTT,1678,2074,44.30%,8069,3786,
PASCHAL,1676,2076,27.70%,5290,6057,
MANIGAULT,1676,2076,94.20%,15194,1779,
TRIBBLE,1675,2078,27.40%,5253,6105,
NERO,1673,2079,43.10%,7905,3885,
VICK,1671,2080,11.90%,2368,14009,
MARROW,1670,2081,50.90%,9134,3283,
LATHAN,1670,2081,54.30%,9684,3077,
GONZALES,1668,2083,0.90%,110,193934,
KEARSE,1668,2083,73.80%,12566,2261,
WHITLOW,1667,2085,21.10%,4162,7886,
BRODIE,1666,2086,26.20%,5057,6365,
BOUTTE,1666,2086,56.10%,10010,2970,
HAZEL,1664,2088,23.00%,4513,7234,
SPRINGS,1664,2088,45.40%,8307,3667,
FOLEY,1663,2090,3.30%,605,50852,
NURSE,1663,2090,66.50%,11530,2501,
PARISH,1660,2092,11.60%,2327,14250,
BECKHAM,1659,2093,18.10%,3556,9178,
FALLS,1659,2093,21.80%,4313,7615,
CRUDUP,1659,2093,87.70%,14472,1891,
TUGGLE,1657,2096,25.60%,4979,6475,
ALEXANDRE,1656,2097,58.20%,10386,2843,
BRAND,1654,2098,8.80%,1751,18750,
WOODALL,1654,2098,10.40%,2097,15877,
BRATTON,1654,2098,18.30%,3609,9053,
SOMERVILLE,1654,2098,25.80%,5015,6419,
BING,1652,2102,42.60%,7911,3882,
JARMON,1651,2103,68.80%,11948,2399,
HOPPER,1650,2104,6.10%,1192,26956,
REDMON,1649,2105,21.00%,4189,7843,
MCCRAE,1647,2106,65.60%,11500,2511,
BURSE,1646,2107,72.40%,12507,2272,
AUGUSTUS,1644,2108,61.60%,10948,2667,
GURLEY,1642,2109,20.40%,4068,8042,
GARRIS,1642,2109,23.00%,4553,7151,
BOGGS,1641,2111,5.90%,1156,27822,
EMBRY,1641,2111,19.60%,3894,8379,
KANE,1640,2113,3.40%,636,48527,
FITCH,1640,2113,8.80%,1753,18740,
TUCK,1638,2115,16.90%,3385,9666,
MARCH,1634,2116,15.50%,3135,10553,
SHROPSHIRE,1634,2116,37.60%,7099,4342,
WATFORD,1633,2118,38.20%,7213,4270,
LAURENT,1632,2119,29.10%,5670,5615,
GILYARD,1632,2119,87.70%,14658,1860,
BRUNO,1629,2121,5.70%,1119,28729,
MOTT,1628,2122,9.60%,1941,17013,
FAGAN,1628,2122,9.70%,1975,16779,
DENNARD,1627,2124,61.80%,11083,2631,
MCKINNIE,1626,2125,64.30%,11433,2528,
MALLETT,1625,2126,24.70%,4901,6584,
HARVIN,1625,2126,68.00%,11994,2390,
PIPER,1623,2128,7.50%,1537,21526,
COLSON,1621,2129,17.30%,3488,9373,
ROUNTREE,1621,2129,24.20%,4816,6693,
STURGIS,1619,2131,27.90%,5507,5799,
VARNADO,1619,2131,49.40%,9154,3277,
AUTRY,1618,2133,19.40%,3922,8321,
DOOLEY,1614,2134,7.10%,1439,22798,
BRUTON,1614,2134,26.60%,5277,6069,
MAHONEY,1613,2136,4.10%,795,39440,
PINDER,1613,2136,39.80%,7566,4053,
CANTRELL,1612,2138,4.60%,920,34674,
HAGAN,1612,2138,8.10%,1643,19973,
DAVIES,1611,2140,5.00%,988,32165,
STLOUIS,1608,2141,36.80%,7056,4370,
TROUTMAN,1605,2142,14.30%,2954,11210,
HOLSTON,1605,2142,41.30%,7908,3884,
MCMILLON,1605,2142,55.10%,10167,2913,
TURNAGE,1604,2145,28.80%,5709,5567,
SPAULDING,1603,2146,8.70%,1774,18527,
NOLEN,1602,2147,16.00%,3277,10021,
BLAKENEY,1602,2147,41.00%,7851,3911,
DOWNEY,1601,2149,6.10%,1225,26206,
RAGSDALE,1601,2149,13.10%,2708,12195,
LASHLEY,1601,2149,25.60%,5149,6254,
COLSTON,1601,2149,39.80%,7623,4022,
HILLARD,1597,2153,27.00%,5424,5910,
CRITTENDEN,1595,2154,25.00%,5049,6374,
HIGHSMITH,1595,2154,38.40%,7399,4153,
PRIDGEN,1594,2156,29.40%,5841,5426,
HAUGHTON,1594,2156,52.50%,9828,3035,
MEDLOCK,1593,2158,26.50%,5336,6013,
GEORGES,1591,2159,36.60%,7090,4350,
CROCKER,1590,2160,7.90%,1635,20047,
PULLEN,1590,2160,15.60%,3221,10167,
DAUGHTRY,1590,2160,30.00%,5980,5301,
WILTZ,1590,2160,60.90%,11146,2611,
CROOK,1589,2164,11.10%,2323,14279,
BENN,1589,2164,35.90%,6973,4431,
IRONS,1587,2166,22.20%,4558,7145,
DUCKWORTH,1586,2167,13.50%,2803,11762,
BICKHAM,1586,2167,49.30%,9310,3215,
CRANE,1585,2169,4.30%,848,37123,
MCGREW,1585,2169,17.60%,3629,8988,
CLYBURN,1584,2171,55.30%,10311,2864,
DIAMOND,1583,2172,7.60%,1578,20860,
MCINNIS,1581,2173,21.40%,4434,7391,
TILLIS,1581,2173,53.20%,10007,2971,
PERNELL,1578,2175,62.40%,11428,2530,
RIDGEWAY,1576,2176,17.90%,3706,8791,
WILCHER,1576,2176,40.40%,7871,3900,
MUMFORD,1575,2178,25.20%,5156,6244,
LEA,1573,2179,16.40%,3414,9597,
KNIGHTON,1573,2179,33.00%,6550,4771,
SAULSBERRY,1571,2181,83.10%,14472,1891,
EVERETTE,1570,2182,47.80%,9129,3285,
HUTSON,1569,2183,10.20%,2160,15430,
WAYNE,1569,2183,15.70%,3280,10020,
DUFFY,1568,2185,4.10%,827,37962,
GOODING,1568,2185,23.10%,4770,6795,
GIDDENS,1568,2185,23.70%,4862,6629,
GUESS,1567,2188,20.70%,4344,7569,
PADGETT,1566,2189,6.30%,1301,24854,
FAUST,1566,2189,9.90%,2108,15799,
DANSBY,1566,2189,53.50%,10131,2926,
SPEIGHTS,1566,2189,53.90%,10182,2907,
HAMBRICK,1565,2193,30.10%,6082,5204,
MCCREA,1562,2194,26.20%,5366,5971,
TROTMAN,1561,2195,58.40%,10923,2673,
JULES,1560,2196,76.10%,13584,2050,
JIMERSON,1559,2197,45.30%,8780,3439,
POMPEY,1559,2197,66.70%,12213,2339,
GRUBBS,1558,2199,10.10%,2155,15453,
GOINES,1558,2199,53.20%,10123,2929,
CYRUS,1556,2201,35.80%,7087,4352,
BRISCO,1556,2201,51.20%,9819,3040,
HAROLD,1555,2203,24.20%,5008,6428,
GATHERS,1554,2204,78.10%,13907,1991,
CRUM,1553,2205,8.90%,1889,17452,
PARTEE,1553,2205,55.40%,10504,2805,
COWART,1552,2207,13.80%,2939,11243,
LEAKE,1552,2207,23.70%,4930,6550,
KELLAM,1552,2207,38.00%,7518,4082,
SYDNOR,1552,2207,58.30%,10969,2662,
STILL,1551,2211,13.00%,2781,11929,
LEVERETTE,1549,2212,56.90%,10757,2722,
CHIN,1548,2213,6.00%,1255,25673,
TOLSON,1547,2214,29.20%,5988,5295,
WIDEMAN,1546,2215,38.50%,7642,4012,
CROWLEY,1545,2216,5.10%,1051,30416,
ASHTON,1545,2216,13.30%,2830,11619,
STAPLETON,1544,2218,8.80%,1880,17529,
PENDERGRASS,1544,2218,19.50%,4148,7904,
FORNEY,1543,2220,23.40%,4886,6600,
CHAMBERLAIN,1542,2221,5.50%,1151,27928,
ADAIR,1542,2221,8.60%,1834,17969,
CARY,1542,2221,12.80%,2756,12013,
HOUGH,1541,2224,10.20%,2208,15090,
SATTERFIELD,1541,2224,11.10%,2405,13824,
WOOLRIDGE,1541,2224,54.50%,10446,2825,
HOUSER,1540,2227,7.70%,1632,20078,
MCCORKLE,1538,2228,18.70%,3977,8207,
GOREE,1537,2229,54.70%,10478,2811,
THARPE,1536,2230,36.70%,7330,4187,
ESKRIDGE,1535,2231,39.10%,7824,3922,
CROWE,1533,2232,5.20%,1095,29260,
BOURNE,1533,2232,17.30%,3673,8884,
SWEAT,1532,2234,17.70%,3752,8679,
BUNN,1531,2235,14.20%,3078,10800,
DEES,1531,2235,14.30%,3105,10708,
ASBERRY,1531,2235,57.80%,11003,2651,
KNOTT,1530,2238,10.90%,2369,14008,
BLAYLOCK,1530,2238,15.80%,3380,9683,
HUDDLESTON,1529,2240,9.10%,1957,16872,
CEPHAS,1529,2240,94.00%,16314,1626,
KINCAID,1528,2242,8.60%,1852,17833,
THURSTON,1528,2242,10.20%,2234,14918,
NEVELS,1527,2244,49.60%,9682,3078,
BROADUS,1526,2245,50.30%,9835,3032,
SCURRY,1526,2245,69.80%,12902,2185,
CROMARTIE,1526,2245,78.40%,14158,1947,
JEWELL,1525,2248,6.60%,1407,23143,
PEMBERTON,1525,2248,14.10%,3065,10842,
IBRAHIM,1525,2248,17.80%,3785,8590,
KHAN,1523,2251,3.30%,665,46713,
STANFIELD,1523,2251,13.70%,2989,11093,
LAGUERRE,1523,2251,74.20%,13573,2052,
BAZILE,1523,2251,79.00%,14259,1929,
LOWRY,1522,2255,6.20%,1323,24506,
EDGE,1522,2255,13.60%,2950,11216,
DEVINE,1521,2257,6.60%,1417,23016,
CHILES,1521,2257,32.70%,6692,4655,
JELKS,1521,2257,79.60%,14357,1912,
CRISP,1519,2260,12.10%,2640,12581,
ANGLIN,1515,2261,15.60%,3374,9694,
MCCREARY,1515,2261,18.70%,4021,8105,
KOONCE,1515,2261,26.60%,5591,5698,
BROWDER,1514,2264,25.00%,5292,6056,
POLLOCK,1513,2265,6.60%,1420,22994,
SATCHELL,1512,2266,63.20%,11986,2391,
SPELLS,1509,2267,75.90%,13925,1987,
PREWITT,1508,2268,18.10%,3915,8341,
JEROME,1507,2269,18.40%,3987,8179,
WORKMAN,1505,2270,4.80%,1029,31151,
STANCIL,1504,2271,28.80%,6062,5221,
HOLLIMAN,1503,2272,36.50%,7446,4120,
DESHIELDS,1503,2272,65.20%,12367,2304,
HAYGOOD,1502,2274,35.30%,7228,4257,
SPATES,1502,2274,62.50%,11928,2404,
SILVA,1501,2276,1.20%,214,126164,
VENEY,1501,2276,84.00%,15146,1786,
SHERRILL,1500,2278,11.20%,2470,13389,
SEABROOK,1497,2279,55.60%,10867,2692,
DRAKEFORD,1497,2279,88.30%,15785,1695,
GUEST,1495,2281,16.10%,3512,9309,
BURKETT,1494,2282,8.30%,1837,17959,
PARROTT,1493,2283,11.10%,2458,13473,
CHATMON,1492,2284,90.20%,16092,1654,
INMAN,1490,2285,6.40%,1386,23460,
JUDGE,1489,2286,14.80%,3252,10091,
BURROWS,1488,2287,8.80%,1946,16972,
NUNLEY,1487,2288,17.50%,3837,8502,
LEVERETT,1487,2288,34.90%,7219,4262,
LINDER,1485,2290,11.10%,2474,13375,
BEATY,1485,2290,11.80%,2638,12588,
STEEN,1485,2290,12.00%,2686,12356,
SILER,1484,2293,18.80%,4145,7910,
WHEATON,1481,2294,17.10%,3758,8662,
RELIFORD,1481,2294,67.60%,12878,2191,
ROBISON,1479,2296,6.20%,1367,23785,
PETERKIN,1478,2297,72.60%,13658,2037,
WINSLOW,1476,2298,10.80%,2422,13713,
LYLE,1476,2298,11.40%,2570,12951,
LOGGINS,1476,2298,29.80%,6331,4957,
JOSEY,1475,2301,38.00%,7909,3883,
GAFFNEY,1474,2302,11.80%,2662,12469,
MENEFEE,1474,2302,33.60%,7042,4386,
OAKLEY,1473,2304,8.80%,1984,16733,
HOFFMAN,1472,2305,1.10%,195,132645,
ROCK,1472,2305,8.00%,1779,18510,
WINCHESTER,1471,2307,14.40%,3212,10199,
KELLUM,1471,2307,26.30%,5681,5603,
SPINKS,1470,2309,25.30%,5504,5807,
FLORES,1469,2310,0.50%,55,312615,
STACKHOUSE,1469,2310,25.00%,5454,5868,
BARNWELL,1468,2312,31.90%,6744,4607,
AMERSON,1467,2313,30.10%,6424,4880,
SALTERS,1467,2313,63.60%,12347,2308,
SPELLMAN,1466,2315,20.30%,4514,7233,
HAINES,1465,2316,5.00%,1102,29065,
GLASGOW,1463,2317,17.00%,3774,8621,
CRADDOCK,1461,2318,17.40%,3884,8402,
FUTRELL,1461,2318,25.60%,5587,5701,
KNIGHTEN,1461,2318,41.70%,8640,3504,
LAMPLEY,1460,2321,45.80%,9377,3187,
DONNELL,1459,2322,22.70%,5004,6432,
BREWTON,1458,2323,47.80%,9774,3053,
LARK,1457,2324,41.20%,8571,3537,
LUBIN,1456,2325,37.80%,7977,3847,
MINES,1456,2325,43.50%,8986,3345,
MARBURY,1456,2325,71.00%,13584,2050,
FITTS,1455,2328,25.60%,5599,5684,
BROOME,1454,2329,14.90%,3353,9749,
ROSEMOND,1454,2329,76.90%,14479,1890,
BATSON,1451,2331,16.80%,3778,8613,
OLDS,1451,2331,19.30%,4355,7533,
MEADE,1450,2333,6.80%,1548,21264,
SHANKLIN,1450,2333,38.60%,8127,3758,
LENNON,1449,2335,14.10%,3201,10265,
GREENLEE,1447,2336,17.00%,3819,8531,
BEACH,1446,2337,4.80%,1071,29940,
HARE,1446,2337,9.20%,2114,15739,
DAUGHERTY,1445,2339,4.20%,921,34650,
WAITERS,1444,2340,70.90%,13654,2038,
GAMBRELL,1442,2341,29.60%,6426,4879,
AMMONS,1441,2342,16.90%,3828,8522,
ARCHIBALD,1437,2343,18.40%,4214,7794,
BROOMFIELD,1435,2344,54.60%,11088,2629,
TREADWELL,1434,2345,25.70%,5697,5583,
OWEN,1433,2346,2.40%,496,60461,
BARTLETT,1433,2346,3.40%,735,42512,
SANDERSON,1432,2348,6.10%,1384,23469,
MCCLELLAND,1432,2348,10.50%,2435,13610,
HUBERT,1431,2350,14.40%,3300,9967,
FARRINGTON,1431,2350,16.30%,3714,8766,
LEGETTE,1431,2350,74.50%,14302,1921,
PLATT,1430,2353,7.80%,1793,18376,
PERRIN,1429,2354,12.70%,2948,11222,
EWELL,1429,2354,30.70%,6700,4651,
FOXWORTH,1428,2356,41.90%,8836,3412,
SAXTON,1427,2357,15.90%,3640,8969,
DEMPSEY,1426,2358,5.40%,1215,26403,
SOUTHERLAND,1425,2359,17.50%,4009,8132,
WINSTEAD,1424,2360,16.80%,3848,8478,
SEXTON,1422,2361,3.40%,747,42080,
HUGHEY,1421,2362,20.60%,4696,6901,
ROANE,1421,2362,47.70%,9989,2978,
GLAZE,1420,2364,21.20%,4810,6709,
COFFEE,1420,2364,23.40%,5269,6076,
PRIESTER,1417,2366,38.80%,8339,3651,
FRISON,1416,2367,63.80%,12767,2218,
SANON,1414,2368,84.10%,15889,1681,
MCMILLER,1414,2368,84.90%,16001,1666,
AUGUST,1413,2370,23.20%,5265,6082,
SLACK,1412,2371,11.00%,2579,12893,
ENGLAND,1411,2372,4.90%,1113,28861,
WAITE,1409,2373,8.10%,1892,17415,
MELSON,1408,2374,19.80%,4570,7120,
NICKENS,1408,2374,49.00%,10270,2876,
BECTON,1408,2374,58.30%,11869,2415,
BRELAND,1407,2377,26.30%,5912,5360,
WALDON,1406,2378,34.50%,7532,4073,
KIRKPATRICK,1405,2379,5.40%,1229,26155,
BUNDY,1405,2379,11.90%,2796,11806,
WILLIE,1405,2379,29.20%,6502,4815,
PEAVY,1404,2382,28.50%,6353,4934,
SPURLOCK,1403,2383,12.10%,2825,11627,
CUFFEE,1403,2383,88.60%,16652,1584,
DOW,1402,2385,9.60%,2278,14622,
BONAPARTE,1400,2386,67.80%,13503,2065,
GALE,1398,2387,9.20%,2197,15193,
SELBY,1398,2387,12.10%,2858,11533,
BOULWARE,1398,2387,39.90%,8633,3506,
WICKER,1397,2390,14.30%,3351,9750,
HUMES,1395,2391,23.90%,5476,5839,
MCDOUGALD,1394,2392,48.20%,10234,2890,
SUMLIN,1394,2392,76.00%,14823,1835,
GERMAIN,1392,2394,21.80%,5044,6380,
PURIFOY,1391,2395,61.30%,12511,2271,
HATTON,1390,2396,12.30%,2926,11292,
DUFF,1389,2397,8.60%,2058,16119,
RING,1388,2398,7.20%,1712,19222,
BAH,1388,2398,83.80%,16062,1657,
STRAUGHTER,1388,2398,93.10%,17436,1491,
DADE,1387,2401,60.80%,12481,2280,
ATWATER,1386,2402,34.10%,7543,4067,
EDISON,1386,2402,35.90%,7951,3860,
DUNNING,1385,2404,13.10%,3130,10583,
DOUGHTY,1384,2405,12.00%,2862,11525,
GAINER,1384,2405,29.30%,6618,4719,
ROSEBORO,1383,2407,88.00%,16745,1571,
WHETSTONE,1382,2408,24.60%,5674,5611,
SPILLER,1382,2408,26.90%,6150,5130,
